data,covindex
2020-03-07,2.6809220823522977
2020-03-08,2.2620802884719295
2020-03-09,1.9557131883774697
2020-03-10,1.695315679273592
2020-03-11,1.5011104343818051
2020-03-12,1.3749820161302317
2020-03-13,1.2895933697651185
2020-03-14,1.2291801478030548
2020-03-15,1.1806472855293189
2020-03-16,1.1502098601735944
2020-03-17,1.1255260819730242
2020-03-18,1.0994871287301435
2020-03-19,1.0753373831945379
2020-03-20,1.0606436083137607
2020-03-21,1.0387153086299532
2020-03-22,1.0055924609652196
2020-03-23,0.9629319785554341
2020-03-24,0.9121781495570743
2020-03-25,0.8612115517357649
2020-03-26,0.8138447134700766
2020-03-27,0.7742637311968313
2020-03-28,0.7444089529745515
2020-03-29,0.720239643089629
2020-03-30,0.6987012323113257
2020-03-31,0.6786055648671785
2020-04-01,0.6618242962081634
2020-04-02,0.6491008352352703
2020-04-03,0.6436144350858032
2020-04-04,0.6430212476688836
2020-04-05,0.6418136236886537
2020-04-06,0.6369053240870235
2020-04-07,0.6298170327642595
2020-04-08,0.6255993093729534
2020-04-09,0.6300142637166635
2020-04-10,0.6415072288367606
2020-04-11,0.6576944134780245
2020-04-12,0.674738054647126
2020-04-13,0.6876575941475108
2020-04-14,0.6940194380260676
2020-04-15,0.693010246954215
2020-04-16,0.6916938061409508
2020-04-17,0.6923609866075294
2020-04-18,0.6934551008576099
2020-04-19,0.6915521657190994
2020-04-20,0.6861377974414018
2020-04-21,0.6772162450752615
2020-04-22,0.667608115560676
2020-04-23,0.6607678834761153
2020-04-24,0.6611698720064421
2020-04-25,0.6703728711116963
2020-04-26,0.6827924526158453
2020-04-27,0.6910502434469263
2020-04-28,0.689613653491568
2020-04-29,0.6824783832249834
2020-04-30,0.6744331633179236
2020-05-01,0.6684302822863141
2020-05-02,0.6642610529717022
2020-05-03,0.6580006846245152
2020-05-04,0.6463888124951039
2020-05-05,0.6306830483443716
2020-05-06,0.6154007164156301
2020-05-07,0.6049814459444269
2020-05-08,0.6024053541603679
2020-05-09,0.6044064198132207
2020-05-10,0.6094546683966218
2020-05-11,0.614172646370575
2020-05-12,0.6158672306356893
2020-05-13,0.6155999634705572
2020-05-14,0.6176890465210643
2020-05-15,0.6238653708288434
2020-05-16,0.6314730193365284
2020-05-17,0.6394648058355028
2020-05-18,0.6474069934549574
2020-05-19,0.6536940298980944
2020-05-20,0.6554284003875683
2020-05-21,0.6557038679332051
2020-05-22,0.6593222608514789
2020-05-23,0.6690945147194777
2020-05-24,0.6810721123747908
2020-05-25,0.6917439673899626
2020-05-26,0.6997664724534933
2020-05-27,0.7068721940774061
2020-05-28,0.7108899302029216
2020-05-29,0.7144528754144094
2020-05-30,0.7211869555690029
2020-05-31,0.7306259907530559
2020-06-01,0.7401110605758019
2020-06-02,0.7497415087288424
2020-06-03,0.7588788476329908
2020-06-04,0.7655482032501394
2020-06-05,0.7749094929340115
2020-06-06,0.782694648181061
2020-06-07,0.7966191582594471
2020-06-08,0.8144742788557342
2020-06-09,0.8243189624132038
2020-06-10,0.8333535391655323
2020-06-11,0.8509282301461092
2020-06-12,0.8754153454689018
2020-06-13,0.9119847615222287
2020-06-14,0.9525177250662191
2020-06-15,0.9831890162967217
2020-06-16,0.9987520224585832
2020-06-17,1.008066465239918
2020-06-18,1.0192597930693388
2020-06-19,1.041482540476992
2020-06-20,1.0615428616810567
2020-06-21,1.0683877439998934
2020-06-22,1.05897618778283
2020-06-23,1.0255849060702102
2020-06-24,0.9892598578669873
2020-06-25,0.9436261539735359
2020-06-26,0.9069684971867853
2020-06-27,0.8709336767874054
2020-06-28,0.8378209965776345
2020-06-29,0.8088157970360575
2020-06-30,0.7866526011345204
2020-07-01,0.777541304794217
2020-07-02,0.7858169390335683
2020-07-03,0.8114045448896123
2020-07-04,0.84699136138745
2020-07-05,0.8988139883321028
2020-07-06,0.9530883392460253
2020-07-07,0.9950539856346224
2020-07-08,1.0310519754691287
2020-07-09,1.0661426891836159
2020-07-10,1.0967598423521314
2020-07-11,1.1068603392938046
2020-07-12,1.0961602500368317
2020-07-13,1.066701509674436
2020-07-14,1.0279694918157627
2020-07-15,1.0036997077683643
2020-07-16,1.0026236924001264
2020-07-17,1.0247284385613014
2020-07-18,1.0487424337343854
2020-07-19,1.0657908114548147
2020-07-20,1.070658841114242
2020-07-21,1.0670142646148355
2020-07-22,1.0663485708438534
2020-07-23,1.0719454526720138
2020-07-24,1.0852289625774243
2020-07-25,1.0914064621945756
2020-07-26,1.0851015876350925
2020-07-27,1.069982932497983
2020-07-28,1.0507725356485378
2020-07-29,1.0402062089470396
2020-07-30,1.043485678225987
2020-07-31,1.0608077110392684
2020-08-01,1.0806675978545928
2020-08-02,1.1085108100895613
2020-08-03,1.141601206426508
2020-08-04,1.1799387841597435
2020-08-05,1.2308966654153601
2020-08-06,1.2923718708247143
2020-08-07,1.3609718256492274
2020-08-08,1.4196795818183618
2020-08-09,1.4664744344924574
2020-08-10,1.4942651092471917
2020-08-11,1.5054480763406493
2020-08-12,1.499968247345988
2020-08-13,1.4831025703288514
2020-08-14,1.453457980896673
2020-08-15,1.402071988987065
2020-08-16,1.3405860543655788
2020-08-17,1.2799040567268962
2020-08-18,1.2370115740775478
2020-08-19,1.219289008235428
2020-08-20,1.22953798394446
2020-08-21,1.2556134277731723
2020-08-22,1.284849259323535
2020-08-23,1.306182560597722
2020-08-24,1.3133575473165096
2020-08-25,1.309402272251248
2020-08-26,1.306207638190564
2020-08-27,1.301810694013482
2020-08-28,1.2855989795634586
2020-08-29,1.2492626991066285
2020-08-30,1.1970067062791094
2020-08-31,1.1369037567345903
2020-09-01,1.0817837736993794
2020-09-02,1.044346324293808
2020-09-03,1.0296707035306536
2020-09-04,1.0342898978768578
2020-09-05,1.045544071623952
2020-09-06,1.058123166644816
2020-09-07,1.0674450962329012
2020-09-08,1.0702516249510137
2020-09-09,1.0739482179695472
2020-09-10,1.0833278963788926
2020-09-11,1.0945346509466265
2020-09-12,1.1000696523350142
2020-09-13,1.0967219868646123
2020-09-14,1.0827715467857184
2020-09-15,1.0610392295348163
2020-09-16,1.0431391492914739
2020-09-17,1.0359915420086492
2020-09-18,1.040641284610255
2020-09-19,1.04720396086604
2020-09-20,1.0525831758994422
2020-09-21,1.0537393402403519
2020-09-22,1.048593348476188
2020-09-23,1.0467747869542756
2020-09-24,1.0564602141381934
2020-09-25,1.078600438001034
2020-09-26,1.104337336718733
2020-09-27,1.1277774413271373
2020-09-28,1.1466165399104917
2020-09-29,1.1606932412559021
2020-09-30,1.1804589237210845
2020-10-01,1.214879077516565
2020-10-02,1.2667476892283898
2020-10-03,1.3274500920821253
2020-10-04,1.3884769766519134
2020-10-05,1.4436845411493076
2020-10-06,1.4908181357838115
2020-10-07,1.5398793430786397
2020-10-08,1.5972305991043354
2020-10-09,1.6641583338396484
2020-10-10,1.7214011336326431
2020-10-11,1.75873869195617
2020-10-12,1.7741114858011
2020-10-13,1.7718277337126258
2020-10-14,1.7644634583893364
2020-10-15,1.763680418029707
2020-10-16,1.7712937710537777
2020-10-17,1.7725817895104437
2020-10-18,1.7646701094057022
2020-10-19,1.7488502305973437
2020-10-20,1.7302934260627643
2020-10-21,1.7188239355273807
2020-10-22,1.716630107305357
2020-10-23,1.7175295915370603
2020-10-24,1.711221365828042
2020-10-25,1.6899863979641265
2020-10-26,1.653074347846127
2020-10-27,1.6078479037471685
2020-10-28,1.5613871111911723
2020-10-29,1.5198444116799101
2020-10-30,1.482901333164293
2020-10-31,1.4423084937836586
2020-11-01,1.3969606035913462
2020-11-02,1.3478253348072506
2020-11-03,1.2991603570948886
2020-11-04,1.2560151625331726
2020-11-05,1.222544432985344
2020-11-06,1.1960641636790577
2020-11-07,1.1712679480537762
2020-11-08,1.1445383571696537
2020-11-09,1.1161830632865133
2020-11-10,1.0887057767323605
2020-11-11,1.065342396077834
2020-11-12,1.0490192119927981
2020-11-13,1.0374321342108008
2020-11-14,1.0269204575594468
2020-11-15,1.0137965251949081
2020-11-16,0.9970453148229658
2020-11-17,0.9777088923531908
2020-11-18,0.9598531253700158
2020-11-19,0.945042391162337
2020-11-20,0.9321811611511687
2020-11-21,0.9177471921105113
2020-11-22,0.8997492280122462
2020-11-23,0.8787862996416815
2020-11-24,0.856469749466191
2020-11-25,0.837823584042758
2020-11-26,0.8261193602047524
2020-11-27,0.8203474578297782
2020-11-28,0.8173421065607159
2020-11-29,0.8159371991853483
2020-11-30,0.8158226611009127
2020-12-01,0.8180090806356147
2020-12-02,0.8250597746805781
2020-12-03,0.8387484914271828
2020-12-04,0.8578232811979873
2020-12-05,0.8770548428527608
2020-12-06,0.8932003003541348
2020-12-07,0.9054045777161598
2020-12-08,0.9137456667216488
2020-12-09,0.9205662738519309
2020-12-10,0.9267127171180481
2020-12-11,0.9336640147125996
2020-12-12,0.9387213607475474
2020-12-13,0.9388137274627785
2020-12-14,0.93243949013189
2020-12-15,0.9226163275544749
2020-12-16,0.9155343079419398
2020-12-17,0.9157057510301211
2020-12-18,0.924628381296195
2020-12-19,0.9396229553555588
2020-12-20,0.9578244078136491
2020-12-21,0.974598200022204
2020-12-22,0.9899775918624643
2020-12-23,1.0130424643248315
2020-12-24,1.0497525748823309
2020-12-25,1.0953019019543364
2020-12-26,1.1360389888573648
2020-12-27,1.1639115294422093
2020-12-28,1.1761767056718746
2020-12-29,1.1800073353379126
2020-12-30,1.187322047464476
2020-12-31,1.2017663028681063
2021-01-01,1.2159393438802804
2021-01-02,1.2137456618399316
2021-01-03,1.1874004949546852
2021-01-04,1.1483412767948893
2021-01-05,1.1098088086242384
2021-01-06,1.079649295168993
2021-01-07,1.0577608472309334
2021-01-08,1.0326896495956566
2021-01-09,0.9982976905584335
2021-01-10,0.9564375656995288
2021-01-11,0.911859121219621
2021-01-12,0.8703583248461917
2021-01-13,0.8397631505319312
2021-01-14,0.8183441130314064
2021-01-15,0.8016711804072081
2021-01-16,0.7865298410031861
2021-01-17,0.7729500177542581
2021-01-18,0.7641574024609681
2021-01-19,0.7600803796508157
2021-01-20,0.7643334026410094
2021-01-21,0.7791053090768953
2021-01-22,0.8033231359594859
2021-01-23,0.8311977667734566
2021-01-24,0.8586787437293253
2021-01-25,0.8841778493512158
2021-01-26,0.9029995899545394
2021-01-27,0.9211144151778465
2021-01-28,0.9409257183489916
2021-01-29,0.9606842545084062
2021-01-30,0.9745797950288273
2021-01-31,0.9818290718056882
2021-02-01,0.9819419698795473
2021-02-02,0.97671908405591
2021-02-03,0.9739223009363734
2021-02-04,0.9764688284768871
2021-02-05,0.986746891073096
2021-02-06,0.9957036575584728
2021-02-07,0.9999699220436203
2021-02-08,0.9980858039358179
2021-02-09,0.9901814424066403
2021-02-10,0.9824166670047044
2021-02-11,0.9793902481238868
2021-02-12,0.980282105104931
2021-02-13,0.9781180382358715
2021-02-14,0.9727223042943737
2021-02-15,0.966508112589784
2021-02-16,0.9627543105109677
2021-02-17,0.9678068247298156
2021-02-18,0.9845577282014002
2021-02-19,1.0111854871308967
2021-02-20,1.0392564063671532
2021-02-21,1.0643286426195453
2021-02-22,1.087484135050072
2021-02-23,1.1089858005983508
2021-02-24,1.1339355470683288
2021-02-25,1.1636420620952004
2021-02-26,1.192756120402837
