"data","rt"
2020-02-04,3.05284186208578
2020-02-05,2.48792070178428
2020-02-06,2.0250781498716
2020-02-07,1.66813476280323
2020-02-08,1.27315620181584
2020-02-09,1.03043140494538
2020-02-10,1.21117074163148
2020-02-11,1.15798158160098
2020-02-12,1.24295213324662
2020-02-13,1.33734493658702
2020-02-14,1.5548855112684
2020-02-15,2.1420715621287
2020-02-16,2.25526354050537
2020-02-17,2.30443652742046
2020-02-18,2.48792027717993
2020-02-19,2.37589551032765
2020-02-20,2.95198442960568
2020-02-21,2.94764066718342
2020-02-22,2.8089539086758
2020-02-23,2.88641014450039
2020-02-24,2.94611585227495
2020-02-25,2.99583700886059
2020-02-26,2.85775684694858
2020-02-27,2.58960100904028
2020-02-28,2.58609336605707
2020-02-29,2.42682450175695
2020-03-01,2.69756746092382
2020-03-02,2.60115711614721
2020-03-03,2.48570015875612
2020-03-04,2.3102181232526
2020-03-05,2.24851971459233
2020-03-06,2.16294637599952
2020-03-07,2.11736356018534
2020-03-08,1.96751172238531
2020-03-09,1.95122207351427
2020-03-10,2.03823819280206
2020-03-11,1.95523369913211
2020-03-12,1.86298195100524
2020-03-13,1.79306797911735
2020-03-14,1.68348913676216
2020-03-15,1.62506118354734
2020-03-16,1.52395518922011
2020-03-17,1.34588793738588
2020-03-18,1.28570307949824
2020-03-19,1.20361671918271
2020-03-20,1.18068059426879
2020-03-21,1.11383616430047
2020-03-22,1.01985008979443
2020-03-23,0.973720315396711
2020-03-24,0.934248098825089
2020-03-25,0.901472748680176
2020-03-26,0.87422672997745
2020-03-27,0.802110475121764
2020-03-28,0.795850876544505
2020-03-29,0.770239495143901
2020-03-30,0.76541969825884
2020-03-31,0.755258227176865
2020-04-01,0.78673230041377
2020-04-02,0.786997306370072
2020-04-03,0.77984652924191
2020-04-04,0.769953664050966
2020-04-05,0.77873815449972
2020-04-06,0.752329433762543
2020-04-07,0.763209493589744
2020-04-08,0.710989137810951
2020-04-09,0.711428676998524
2020-04-10,0.739981360009126
2020-04-11,0.737235543101771
2020-04-12,0.752625048607478
2020-04-13,0.741599657898195
2020-04-14,0.755333572181515
2020-04-15,0.781027589819499
2020-04-16,0.792832566499493
2020-04-17,0.756284344942553
2020-04-18,0.771077570984732
2020-04-19,0.754873782559109
2020-04-20,0.808049817036054
2020-04-21,0.788761458944896
2020-04-22,0.751828826458287
2020-04-23,0.74021661505233
2020-04-24,0.720465408100845
2020-04-25,0.711541582814984
2020-04-26,0.710213750880241
2020-04-27,0.665114949543072
2020-04-28,0.657288784636134
2020-04-29,0.641861604002133
2020-04-30,0.627228864842792
2020-05-01,0.626150095770433
2020-05-02,0.617595702526752
2020-05-03,0.618232889414168
2020-05-04,0.582814034092474
2020-05-05,0.586836713096335
2020-05-06,0.584103971145158
2020-05-07,0.585258912006891
2020-05-08,0.594870720174173
2020-05-09,0.592709956478703
2020-05-10,0.621327847774457
2020-05-11,0.631688742793778
2020-05-12,0.635198419085172
2020-05-13,0.645256363773748
2020-05-14,0.649135710755432
2020-05-15,0.645309998976406
2020-05-16,0.673369429687679
2020-05-17,0.664469325923241
2020-05-18,0.67605195011961
2020-05-19,0.666885987817177
2020-05-20,0.68198476695466
2020-05-21,0.683454481511594
2020-05-22,0.65946253564282
2020-05-23,0.657305490763146
2020-05-24,0.657260625840691
2020-05-25,0.648747889613501
2020-05-26,0.646803535715857
2020-05-27,0.637177801843464
2020-05-28,0.637123676943682
2020-05-29,0.64219355948895
2020-05-30,0.663409507165249
2020-05-31,0.683679661881088
2020-06-01,0.683319283246858
2020-06-02,0.640088942490067
2020-06-03,0.629618768571718
2020-06-04,0.639564301737683
2020-06-05,0.682432217292548
2020-06-06,0.695645730689863
2020-06-07,0.732015165707096
2020-06-08,0.745522169182723
2020-06-09,0.826146452926525
2020-06-10,0.834008851349612
2020-06-11,0.850065030789213
2020-06-12,0.84418263475167
2020-06-13,0.852271623981442
2020-06-14,0.879503347562438
2020-06-15,0.865394439458608
2020-06-16,0.863942796258437
2020-06-17,0.847777567884028
2020-06-18,0.846517490492698
2020-06-19,0.823087107582591
2020-06-20,0.824554726693396
2020-06-21,0.817167755815122
2020-06-22,0.79732746228298
2020-06-23,0.777852699233216
2020-06-24,0.808025273779779
2020-06-25,0.819375633761603
2020-06-26,0.848270596574578
2020-06-27,0.866445093037347
2020-06-28,0.86631215012983
2020-06-29,0.882625449399455
2020-06-30,0.888045357900062
2020-07-01,0.932421401429533
2020-07-02,0.947582943965668
2020-07-03,0.908382014952159
2020-07-04,0.906957957246677
2020-07-05,0.914680877608899
2020-07-06,0.926903742926023
2020-07-07,0.976500349132465
2020-07-08,0.943463901608119
2020-07-09,0.934170431684932
2020-07-10,0.99447794661678
2020-07-11,1.00377754893627
2020-07-12,1.00954662386096
2020-07-13,0.987157402817927
2020-07-14,0.977370702783302
2020-07-15,0.954089945371009
2020-07-16,0.944403816724203
2020-07-17,0.929452460115692
2020-07-18,0.934693922632372
2020-07-19,0.953151553068737
2020-07-20,0.986033794535222
2020-07-21,0.987014030693056
2020-07-22,0.997988947512957
2020-07-23,1.01887685048485
2020-07-24,1.0152141534433
2020-07-25,1.03951505128978
2020-07-26,0.999013380361112
2020-07-27,0.981093695575933
2020-07-28,0.972858954982765
2020-07-29,0.966191703594955
2020-07-30,0.944649050574002
2020-07-31,0.90703413894819
2020-08-01,0.912331807076282
2020-08-02,0.925356381129857
2020-08-03,0.923234849083643
2020-08-04,0.911319889847384
2020-08-05,0.92968973424329
2020-08-06,0.945010022919034
2020-08-07,0.9600570103886
2020-08-08,0.957036582643503
2020-08-09,0.960880458313808
2020-08-10,0.957282086223413
2020-08-11,0.958602656224195
2020-08-12,0.942376370423589
2020-08-13,0.945458956906296
2020-08-14,0.962308458331182
2020-08-15,0.99040793927827
2020-08-16,1.04449513476879
2020-08-17,1.18218897427453
2020-08-18,1.32163560049513
2020-08-19,1.39746631018995
2020-08-20,1.43187947410987
2020-08-21,1.46641810691519
2020-08-22,1.4458629059565
2020-08-23,1.42779925350165
2020-08-24,1.3559648761759
2020-08-25,1.26742487271532
2020-08-26,1.20254292516699
2020-08-27,1.14233784649129
2020-08-28,1.08280489620948
