"data","rt"
2020-02-04,3.07612510640542
2020-02-05,2.50169090391269
2020-02-06,2.03352047161828
2020-02-07,1.67372842901062
2020-02-08,1.28516983741739
2020-02-09,1.04076819661161
2020-02-10,1.21208240765155
2020-02-11,1.15820855914037
2020-02-12,1.24841633085029
2020-02-13,1.34112762371992
2020-02-14,1.55019673843533
2020-02-15,2.13327807570821
2020-02-16,2.2514637918013
2020-02-17,2.29149469330297
2020-02-18,2.4801813320591
2020-02-19,2.36688283083756
2020-02-20,2.94332339053366
2020-02-21,2.94363945044216
2020-02-22,2.81352974606509
2020-02-23,2.88589923736405
2020-02-24,2.93624449754527
2020-02-25,2.98956709735313
2020-02-26,2.85456920885161
2020-02-27,2.58716353842556
2020-02-28,2.58574092062087
2020-02-29,2.42594772425487
2020-03-01,2.69868222629991
2020-03-02,2.60361934143401
2020-03-03,2.48640961236073
2020-03-04,2.30912042884482
2020-03-05,2.2480264559809
2020-03-06,2.1621516069534
2020-03-07,2.11709806085519
2020-03-08,1.96655877014615
2020-03-09,1.95077679556535
2020-03-10,2.03758361007648
2020-03-11,1.95515176055789
2020-03-12,1.86280047483897
2020-03-13,1.79274850366447
2020-03-14,1.68288614712176
2020-03-15,1.62479789837075
2020-03-16,1.52383852227786
2020-03-17,1.34608431752404
2020-03-18,1.2860600008793
2020-03-19,1.20387550042693
2020-03-20,1.18083264594218
2020-03-21,1.11401487048012
2020-03-22,1.01993167980252
2020-03-23,0.973628804417329
2020-03-24,0.934070364366777
2020-03-25,0.901289933152646
2020-03-26,0.874043319572609
2020-03-27,0.801974678876992
2020-03-28,0.795572505194498
2020-03-29,0.769992307720459
2020-03-30,0.765368739975289
2020-03-31,0.755281097059847
2020-04-01,0.786643834274608
2020-04-02,0.787027162521933
2020-04-03,0.779991665389433
2020-04-04,0.770301698173701
2020-04-05,0.778968884121767
2020-04-06,0.752511286137353
2020-04-07,0.763263244810346
2020-04-08,0.710934220968164
2020-04-09,0.711077452833735
2020-04-10,0.739801041388604
2020-04-11,0.73710678734456
2020-04-12,0.752685261787682
2020-04-13,0.74151443487896
2020-04-14,0.755378141239955
2020-04-15,0.781143226458267
2020-04-16,0.793300029462536
2020-04-17,0.756474617626057
2020-04-18,0.771163068649556
2020-04-19,0.754839567690974
2020-04-20,0.807849071766053
2020-04-21,0.788624970737913
2020-04-22,0.751666949849895
2020-04-23,0.740043378342477
2020-04-24,0.720373706932448
2020-04-25,0.711539459188455
2020-04-26,0.710411372222064
2020-04-27,0.665821281240112
2020-04-28,0.657968279050773
2020-04-29,0.642619713080843
2020-04-30,0.627942585466234
2020-05-01,0.627094429924288
2020-05-02,0.618214394444044
2020-05-03,0.618809830958725
2020-05-04,0.583037887927979
2020-05-05,0.587031322880327
2020-05-06,0.584839937750778
2020-05-07,0.586001121876162
2020-05-08,0.595185792484074
2020-05-09,0.593470361993587
2020-05-10,0.621835756301137
2020-05-11,0.630893802113081
2020-05-12,0.634109507564919
2020-05-13,0.642711068699829
2020-05-14,0.646928596155766
2020-05-15,0.643516153245203
2020-05-16,0.671326729725339
2020-05-17,0.662156029955097
2020-05-18,0.675799195313976
2020-05-19,0.666320048964759
2020-05-20,0.682356604663547
2020-05-21,0.683397256236265
2020-05-22,0.659361424444774
2020-05-23,0.657175606742975
2020-05-24,0.658168152318305
2020-05-25,0.649609571555161
2020-05-26,0.648794939675786
2020-05-27,0.63909232189366
2020-05-28,0.638943840469857
2020-05-29,0.643910016928203
2020-05-30,0.665021163869919
2020-05-31,0.684393107291962
2020-06-01,0.683924328412534
2020-06-02,0.639771309989848
2020-06-03,0.629259363323094
2020-06-04,0.639187001802204
2020-06-05,0.682039897541147
2020-06-06,0.695271414839778
2020-06-07,0.731656904811194
2020-06-08,0.745197925247617
2020-06-09,0.825832641901597
2020-06-10,0.833737437906335
2020-06-11,0.849831383373265
2020-06-12,0.843988925082717
2020-06-13,0.85210967724951
2020-06-14,0.87936593352021
2020-06-15,0.865284111647787
2020-06-16,0.865276526336521
2020-06-17,0.849059712073367
2020-06-18,0.847707481006571
2020-06-19,0.824180633077262
2020-06-20,0.827060652875511
2020-06-21,0.819515752781891
2020-06-22,0.799508306832761
2020-06-23,0.778266451887901
2020-06-24,0.808276540681584
2020-06-25,0.82123414450686
2020-06-26,0.849976191106064
2020-06-27,0.866231988143373
2020-06-28,0.866050049949015
2020-06-29,0.882330644618753
2020-06-30,0.887773734718363
2020-07-01,0.932097768177571
2020-07-02,0.945444050664987
2020-07-03,0.906509040119874
2020-07-04,0.905306738408143
2020-07-05,0.913370416777676
2020-07-06,0.925975192510685
2020-07-07,0.97593681105234
2020-07-08,0.94328979485126
2020-07-09,0.934320602669957
2020-07-10,0.994931843949738
2020-07-11,1.00448139208356
2020-07-12,1.01031958668019
2020-07-13,0.987890401562682
2020-07-14,0.983216324144336
2020-07-15,0.957939208600342
2020-07-16,0.949755687012186
2020-07-17,0.932879902495973
2020-07-18,0.937984635325045
2020-07-19,0.956354775910005
2020-07-20,0.989172565939091
2020-07-21,0.983768760338384
2020-07-22,0.995027937252541
2020-07-23,1.01477154937517
2020-07-24,1.01463648443925
2020-07-25,1.03923536318842
2020-07-26,0.998848218628103
2020-07-27,0.981000007994793
2020-07-28,0.97551821314526
2020-07-29,0.96995242033602
2020-07-30,0.949282068648663
2020-07-31,0.909911975736266
2020-08-01,0.916139919842013
2020-08-02,0.928787452521651
2020-08-03,0.92630792961132
2020-08-04,0.914067821303151
2020-08-05,0.931037945888554
2020-08-06,0.94516991869082
2020-08-07,0.96025399055297
2020-08-08,0.957312495938421
2020-08-09,0.960254371666435
2020-08-10,0.956842151504914
2020-08-11,0.958284875266749
2020-08-12,0.942923460813927
2020-08-13,0.945951490483436
2020-08-14,0.962729388341083
2020-08-15,0.989318520426529
2020-08-16,1.04412527814234
2020-08-17,1.18117446178156
2020-08-18,1.3207425709014
2020-08-19,1.39623963342419
2020-08-20,1.43094631335707
2020-08-21,1.46575188514541
2020-08-22,1.44545484637001
2020-08-23,1.42684276223932
2020-08-24,1.35492430284981
2020-08-25,1.26634189978538
2020-08-26,1.20206121473971
2020-08-27,1.14232878236873
2020-08-28,1.08373871300378
2020-08-29,1.01360864589947
2020-08-30,0.940680339278471
2020-08-31,0.902011841188312
2020-09-01,0.921771370746104
2020-09-02,0.924432313545869
2020-09-03,0.929588634389311
2020-09-04,0.945688084394234
2020-09-05,0.973619545230685
2020-09-06,0.994571267763964
2020-09-07,1.05187599624686
2020-09-08,1.02870199718897
2020-09-09,1.02794944666543
2020-09-10,1.05597123402704
2020-09-11,1.04483184075477
2020-09-12,1.05139100324687
2020-09-13,1.05216480572197
2020-09-14,1.05118787685966
2020-09-15,1.07978206125044
2020-09-16,1.09580692393735
2020-09-17,1.09701906879929
2020-09-18,1.11720023811929
2020-09-19,1.13405776715911
2020-09-20,1.15715307608318
2020-09-21,1.14569573916713
2020-09-22,1.12955578897203
2020-09-23,1.11333166558389
2020-09-24,1.08802983144982
2020-09-25,1.09069106189497
2020-09-26,1.08530397949851
2020-09-27,1.09086703083632
2020-09-28,1.13748441143563
2020-09-29,1.16363723980148
2020-09-30,1.25935861618243
2020-10-01,1.43170443421249
2020-10-02,1.53461987653536
2020-10-03,1.63215996964128
2020-10-04,1.67991860799041
2020-10-05,1.76157478022403
2020-10-06,1.79016112088258
2020-10-07,1.80132371876964
2020-10-08,1.76449653507774
2020-10-09,1.75315916503562
2020-10-10,1.75476405364059
2020-10-11,1.70131010739268
2020-10-12,1.719154219576
2020-10-13,1.71670417774798
2020-10-14,1.69890609429543
2020-10-15,1.6935341303269
2020-10-16,1.69462234772162
2020-10-17,1.66068696313074
2020-10-18,1.65110613128541
2020-10-19,1.64849918601889
2020-10-20,1.67085932294237
2020-10-21,1.64555665399481
2020-10-22,1.60137814727569
2020-10-23,1.56473026552474
2020-10-24,1.52147970069295
2020-10-25,1.48570251759817
2020-10-26,1.46413961112755
2020-10-27,1.40482583297904
2020-10-28,1.37994890511156
2020-10-29,1.34525665089422
2020-10-30,1.30940642309012
2020-10-31,1.25648716139676
2020-11-01,1.24469175049028
2020-11-02,1.22403570727443
2020-11-03,1.19510864313889
2020-11-04,1.16719730411816
2020-11-05,1.14883878983093
2020-11-06,1.13291932162338
2020-11-07,1.12892998732848
2020-11-08,1.08512010770462
2020-11-09,1.05950308735101
2020-11-10,1.05615376494489
2020-11-11,1.02948194554564
2020-11-12,1.0063786142865
2020-11-13,0.988177490977869
2020-11-14,0.973802374069494
2020-11-15,0.965081171900189
2020-11-16,0.941548661466971
2020-11-17,0.904251537350354
2020-11-18,0.894339680451892
2020-11-19,0.867984061471714
2020-11-20,0.853161306156389
2020-11-21,0.826101617278742
2020-11-22,0.799817540729691
2020-11-23,0.782397847705628
2020-11-24,0.77597706294812
2020-11-25,0.76719301386608
2020-11-26,0.775635100799657
2020-11-27,0.768662819922206
2020-11-28,0.788846681278949
2020-11-29,0.795961722105525
2020-11-30,0.810354883424793
